	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	1280669129	2020-09-29	0.0761	148314291829
1	Blackrock Inc.	1069771045	2020-09-29	0.0636	123890184721
2	Berkshire Hathaway, Inc	944295554	2020-09-29	0.056100000000000004	109358868108
3	State Street Corporation	672444836	2020-09-29	0.04	77875836457
4	FMR, LLC	346699497	2020-09-29	0.0206	40151268747
5	Geode Capital Management, LLC	247838449	2020-09-29	0.0147	28702170778
6	Price (T.Rowe) Associates Inc	228869394	2020-09-29	0.013600000000000001	26505364519
7	Northern Trust Corporation	210830547	2020-09-29	0.0125	24416285648
8	Norges Bank Investment Management	187425092	2019-12-30	0.0111	13759344566
9	Bank Of New York Mellon Corporation	166053767	2020-09-29	0.009899999999999999	19230686756
