	Holder	Shares	Date Reported	% Out	Value
0	Dodge & Cox Inc	28524381	2020-06-29	0.0764	359977688
1	Vanguard Group, Inc. (The)	27662778	2020-06-29	0.07400000000000001	349104258
2	Blackrock Inc.	14305568	2020-06-29	0.0383	180536268
3	Parnassus Investments /ca	10500000	2020-06-29	0.0281	132510000
4	Dimensional Fund Advisors LP	8757062	2020-06-29	0.023399999999999997	110514122
5	State Street Corporation	8311006	2020-06-29	0.0222	104884895
6	JP Morgan Chase & Company	8281994	2020-06-29	0.0222	104518764
7	AQR Capital Management, LLC	6439503	2020-06-29	0.0172	81266527
8	Candlestick Capital Management LP	6336364	2020-06-29	0.017	79964913
9	Suvretta Capital Management, LLC	5000000	2020-06-29	0.0134	63100000
