Date	Firm	To Grade	From Grade	Action
2013-01-16 09:17:53	Goldman Sachs	Neutral	Sell	up
2013-01-28 07:34:34	Citigroup	Buy	Neutral	up
2013-03-15 08:44:16	Daiwa Capital	Buy	Neutral	up
2013-04-02 09:35:22	Macquarie	Outperform	Neutral	up
2013-04-10 07:15:43	JP Morgan	Neutral		init
2013-05-21 06:18:15	Jefferies	Buy		init
2013-07-22 09:04:40	Jefferies	Buy		main
2013-10-25 07:35:02	Credit Suisse	Outperform		up
2013-10-31 17:41:52	Jefferies	Hold	Buy	down
2013-11-14 08:11:23	Morgan Stanley	Overweight	Equal-weight	up
2014-02-06 07:00:00	Jefferies	Buy		init
2014-02-27 08:00:00	Citigroup	Buy	Neutral	up
2014-08-12 09:00:00	Jefferies	Buy		main
2014-09-29 10:37:09	Mito Securities	Neutral		init
2014-11-03 09:00:00	Jefferies	Buy		main
2014-11-06 08:00:00	UBS	Neutral	Sell	up
2014-11-21 00:00:00	JP Morgan	Overweight	Neutral	up
2015-02-17 09:00:00	Jefferies	Buy		main
2016-04-21 11:00:54	JP Morgan	Neutral	Overweight	down
2016-07-06 06:51:16	Deutsche Bank	Buy	Hold	up
2017-09-11 16:01:03	Citigroup	Neutral	Buy	down
2017-09-26 18:37:24	Credit Suisse	Neutral	Outperform	down
2018-09-10 12:12:34	Credit Suisse	Outperform	Neutral	up
2018-11-30 15:11:19	Citigroup	Buy	Neutral	up
2019-03-20 11:34:50	Jefferies	Hold	Buy	down
