	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	105171485	2020-06-29	0.0735	2660838570
1	Vanguard Group, Inc. (The)	95978234	2020-06-29	0.06709999999999999	2428249320
2	Capital World Investors	94361525	2020-06-29	0.0659	2387346582
3	Berkshire Hathaway, Inc	74681000	2020-06-29	0.052199999999999996	1889429300
4	State Street Corporation	57463530	2020-06-29	0.04019999999999999	1453827309
5	Capital Research Global Investors	47989787	2020-06-29	0.0335	1214141611
6	Harris Associates L.P.	46410057	2020-06-29	0.032400000000000005	1174174442
7	Invesco Ltd.	37834065	2020-06-29	0.0264	957201844
8	Franklin Resources, Inc.	20935207	2020-06-29	0.0146	529660737
9	Hotchkis & Wiley Capital Management, LLC	20038797	2020-06-29	0.013999999999999999	506981564
