	0	1
Earnings Date	2020-10-26 00:00:00	2020-10-30 00:00:00
Earnings Average	0.96	0.96
Earnings Low	0.91	0.91
Earnings High	1	1
Revenue Average	34556000000	34556000000
Revenue Low	33344000000	33344000000
Revenue High	36700000000	36700000000
