	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	60619758	2020-06-29	0.07	2569671541
1	Blackrock Inc.	52284581	2020-06-29	0.0603	2216343388
2	State Street Corporation	45329142	2020-06-29	0.052300000000000006	1921502329
3	Caisse De Depot Et Placement Du Quebec	16116465	2020-06-29	0.018600000000000002	683176951
4	FMR, LLC	11612088	2020-06-29	0.0134	492236410
5	Geode Capital Management, LLC	11422971	2020-06-29	0.0132	484219740
6	Northern Trust Corporation	9668118	2020-06-29	0.011200000000000002	409831522
7	Lsv Asset Management	9582879	2020-06-29	0.0111	406218240
8	JP Morgan Chase & Company	8523038	2020-06-29	0.0098	361291580
9	Norges Bank Investment Management	8360380	2019-12-30	0.0096	492928004
