	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	0.57	0.57
Earnings Low	0.47	0.47
Earnings High	0.7	0.7
Revenue Average	2609610000	2609610000
Revenue Low	2140000000	2140000000
Revenue High	3302610000	3302610000
