	0	1
Earnings Date	2020-10-21 00:00:00	2020-10-26 00:00:00
Earnings Average	4.21	4.21
Earnings Low	3.45	3.45
Earnings High	4.65	4.65
Revenue Average	7565090000	7565090000
Revenue Low	7169000000	7169000000
Revenue High	7869000000	7869000000
