	0	1
Earnings Date	2020-10-21 00:00:00	2020-10-26 00:00:00
Earnings Average	0.16	0.16
Earnings Low	0.07	0.07
Earnings High	0.28	0.28
Revenue Average	3484540000	3484540000
Revenue Low	3240200000	3240200000
Revenue High	3619000000	3619000000
