	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	160397605	2020-06-29	0.1105	1855800289
1	Blackrock Inc.	113361752	2020-06-29	0.0781	1311595470
2	State Street Corporation	66324423	2020-06-29	0.045700000000000005	767373574
3	Capital Research Global Investors	57707075	2020-06-29	0.0397	667670857
4	Fisher Asset Management, LLC	39587723	2020-06-29	0.0273	458029955
5	Franklin Resources, Inc.	31704019	2020-06-29	0.0218	366815499
6	Bank Of New York Mellon Corporation	26224564	2020-06-29	0.0181	303418205
7	Price (T.Rowe) Associates Inc	24549144	2020-06-29	0.0169	284033596
8	Geode Capital Management, LLC	23432533	2020-06-29	0.0161	271114406
9	Ameriprise Financial, Inc.	23075109	2020-06-29	0.0159	266979011
