	0	1
Earnings Date	2020-10-26 00:00:00	2020-10-30 00:00:00
Earnings Average	0.05	0.05
Earnings Low	-0.07	-0.07
Earnings High	0.14	0.14
Revenue Average	131860000	131860000
Revenue Low	115730000	115730000
Revenue High	149800000	149800000
