Date	Firm	To Grade	From Grade	Action
2019-06-11 10:32:21	JP Morgan	Neutral	Overweight	down
2019-06-12 10:51:49	Bernstein	Market Perform	Outperform	down
2019-08-02 14:18:44	Bank of America	Neutral		reit
2019-08-20 10:22:06	JP Morgan	Overweight	Neutral	up
2019-10-29 12:43:30	Credit Suisse	Neutral		main
2019-10-29 13:50:42	Wells Fargo	Market Perform		main
2019-10-29 14:49:41	DA Davidson	Underperform		main
2019-11-05 11:20:05	Bernstein	Outperform	Market Perform	up
2020-01-08 13:47:26	Bernstein	Outperform		main
2020-01-15 11:36:15	Bernstein	Market Perform	Outperform	down
2020-01-17 13:15:19	Credit Suisse	Neutral		main
2020-01-28 11:23:37	JP Morgan	Neutral	Overweight	down
2020-02-28 12:31:44	UBS	Neutral		main
2020-02-28 19:33:44	Jefferies	Hold		main
2020-03-11 14:29:31	JP Morgan	Neutral		main
2020-03-19 10:54:14	B of A Securities	Underperform	Neutral	down
2020-03-26 09:28:18	Goldman Sachs	Sell	Neutral	down
2020-03-31 12:24:14	Barclays	Overweight		main
2020-04-02 15:36:35	Piper Sandler	Neutral		main
2020-04-08 11:57:37	Credit Suisse	Neutral		main
2020-04-27 13:50:46	UBS	Sell	Neutral	down
2020-05-01 11:24:29	Wells Fargo	Underweight	Equal-Weight	down
2020-05-06 12:07:10	B of A Securities	Underperform		reit
2020-05-06 13:02:53	UBS	Sell		main
2020-05-06 13:31:33	DA Davidson	Neutral		main
2020-05-06 13:46:29	JP Morgan	Neutral		main
2020-06-17 14:48:06	Credit Suisse	Neutral		main
2020-06-29 12:15:13	Barclays	Underweight	Overweight	down
2020-07-09 11:16:13	UBS	Sell		main
2020-07-09 15:48:45	Bernstein	Market Perform		main
2020-08-05 16:11:02	UBS	Sell		main
2020-08-31 09:19:16	Citigroup	Neutral	Sell	up
2020-09-18 09:19:31	JP Morgan	Underweight	Neutral	down
