	0	1
Earnings Date	2020-11-05 00:00:00	2020-11-09 00:00:00
Earnings Average	0.06	0.06
Earnings Low	0.04	0.04
Earnings High	0.1	0.1
Revenue Average	234500000	234500000
Revenue Low	232500000	232500000
Revenue High	237000000	237000000
