	0	1
Earnings Date	2020-10-21 00:00:00	2020-10-26 00:00:00
Earnings Average	0.49	0.49
Earnings Low	0.44	0.44
Earnings High	0.57	0.57
Revenue Average	1264430000	1264430000
Revenue Low	1164000000	1164000000
Revenue High	1352000000	1352000000
