	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	189431168	2020-06-29	0.0629	10469860655
1	Blackrock Inc.	149904441	2020-06-29	0.049800000000000004	8285218454
2	State Street Corporation	91807338	2020-06-29	0.0305	5074191571
3	Loomis Sayles & Company, LP	37554017	2020-06-29	0.0125	2075610519
4	Bank Of New York Mellon Corporation	34865028	2020-06-29	0.0116	1926990097
5	Northern Trust Corporation	31693991	2020-06-29	0.0105	1751726882
6	Geode Capital Management, LLC	30482373	2020-06-29	0.0101	1684760755
7	Nordea Investment Management Ab	29962944	2020-06-29	0.01	1656051914
8	First Eagle Investment Management, LLC	29716672	2020-06-29	0.009899999999999999	1642440461
9	Franklin Resources, Inc.	24822609	2020-06-29	0.008199999999999999	1371945599
