Date	Firm	To Grade	From Grade	Action
2012-02-10 06:36:00	Morgan Stanley	Overweight		init
2012-04-04 06:01:00	Goldman Sachs	Buy		up
2012-04-25 07:53:00	Oppenheimer	Outperform		main
2012-05-01 12:06:00	Oppenheimer	Outperform		main
2012-05-01 14:16:00	PiperJaffray	Overweight		main
2012-05-01 14:54:00	Citigroup	Neutral		main
2012-05-02 06:57:00	Jefferies	Buy		main
2012-05-09 10:59:00	UBS	Buy		main
2012-07-09 07:47:00	Stifel Nicolaus	Buy		main
2012-07-24 15:26:00	Citigroup	Neutral		main
2012-07-25 05:54:00	Jefferies	Buy		main
2012-07-25 06:47:00	Morgan Stanley	Overweight		main
2012-07-25 11:56:00	UBS	Buy		main
2012-09-06 06:16:00	Deutsche Bank	Buy		main
2012-09-10 11:29:00	UBS	Neutral	Buy	down
2012-09-26 13:19:00	Bank of America	Buy		main
2012-09-27 06:08:00	Jefferies	Buy		main
2012-09-27 07:56:00	Stifel Nicolaus	Buy		main
2012-10-04 16:23:00	Oppenheimer	Perform	Outperform	down
2012-10-08 07:01:00	Credit Suisse	Outperform		main
2012-10-15 12:08:00	Barclays	Overweight		main
2012-10-18 12:19:00	PiperJaffray	Overweight		main
2012-10-26 08:24:00	BMO Capital	Market Perform		main
2012-11-21 10:58:00	Brean Capital	Buy		init
2012-12-17 17:03:36	Canaccord Genuity	Hold		init
2013-01-03 06:59:52	PiperJaffray	Neutral	Overweight	down
2013-01-03 09:52:53	Oppenheimer	Perform		main
2013-01-03 09:53:23	Bank of America	Buy		main
2013-01-03 09:59:44	Canaccord Genuity	Hold		main
2013-01-29 08:02:05	Jefferies	Buy		main
2013-01-29 12:35:26	UBS	Neutral		main
2013-02-06 15:36:22	Deutsche Bank	Buy		main
2013-02-07 08:31:05	Jefferies	Buy		main
2013-02-08 06:43:43	Citigroup	Buy	Neutral	up
2013-02-08 07:42:11	Credit Suisse	Outperform		main
2013-02-27 06:02:00	Canaccord Genuity	Buy	Hold	up
2013-03-04 06:39:12	Credit Suisse	Outperform		main
2013-03-22 08:40:56	Bank of America	Neutral		main
2013-03-25 07:44:41	Morgan Stanley	Overweight		main
2013-03-28 06:34:54	Jefferies	Buy		main
2013-03-28 08:08:21	Stifel Nicolaus	Buy		main
2013-03-28 08:42:03	JMP Securities	Market Outperform		init
2013-03-28 08:50:27	Canaccord Genuity	Buy		main
2013-03-28 09:18:34	Goldman Sachs	Buy		main
2013-03-28 09:19:38	Bank of America	Neutral		main
2013-04-04 11:07:30	Credit Suisse	Outperform		main
2013-04-09 08:42:34	RBC Capital	Outperform		main
2013-04-12 08:59:15	Bank of America	Buy	Neutral	up
2013-04-12 10:18:42	UBS	Neutral		main
2013-04-19 06:36:15	Citigroup	Buy		main
2013-04-22 16:33:43	Deutsche Bank	Buy		main
2013-06-12 06:35:39	Citigroup	Neutral	Buy	down
2013-07-01 06:26:15	Citigroup	Buy	Neutral	up
2013-07-26 09:08:32	BMO Capital	Market Perform		main
2013-10-02 06:24:44	FBR Capital	Outperform		main
2013-11-22 10:31:57	Credit Suisse	Outperform		main
2013-11-22 11:27:22	Citigroup	Buy		main
2013-11-22 11:32:19	Deutsche Bank	Buy		main
2013-11-22 11:34:59	Deutsche Bank	Buy		main
2013-11-25 11:23:36	Citigroup	Buy		main
2014-01-08 07:46:49	Nomura	Buy		init
2014-01-16 08:00:00	Stifel Nicolaus	Buy		main
2014-01-28 16:00:00	Deutsche Bank	Buy		main
2014-02-14 06:37:35	Credit Suisse	Outperform		main
2014-03-06 08:00:00	BMO Capital	Outperform	Market Perform	up
2014-03-07 21:00:03	Barclays	Overweight		main
2014-03-19 06:46:31	Stifel Nicolaus	Buy		main
2014-03-27 07:01:33	Morgan Stanley	Overweight		init
2014-04-24 07:32:54	Nomura	Buy		main
2014-04-28 22:45:00	Jefferies	Buy		main
2014-05-29 06:11:47	JP Morgan	Overweight	Neutral	up
2014-07-24 20:19:29	Credit Suisse	Outperform		main
2014-07-24 20:49:34	Deutsche Bank	Buy		main
2014-07-24 21:31:35	Jefferies	Buy		main
2014-07-24 22:37:34	Nomura	Buy		main
2014-07-24 23:31:49	UBS	Neutral		main
2014-10-22 12:24:17	Baird	Outperform	Neutral	up
2014-10-23 09:00:00	Citigroup	Buy		main
2014-11-19 08:15:08	Credit Suisse	Outperform		main
2015-01-05 00:00:00	Nomura	Neutral	Buy	down
2015-01-06 00:00:00	Barclays	Overweight		init
2015-01-30 09:00:00	Stifel Nicolaus	Buy		main
2015-02-03 06:23:19	Leerink Swann	Outperform		main
2015-03-23 06:24:36	Stifel Nicolaus	Hold	Buy	down
2015-03-23 09:00:00	Citigroup	Buy		main
2015-03-30 09:00:00	BMO Capital	Outperform		main
2015-04-27 09:00:00	Citigroup	Buy		main
2015-06-10 08:13:27	Leerink Swann	Outperform		main
2015-06-11 09:00:00	Leerink Swann	Outperform		main
2015-07-14 07:34:06	Bank of America	Buy	Neutral	up
2015-07-22 09:23:41	PiperJaffray	Neutral	Overweight	down
2015-07-27 04:14:01	Baird	Neutral	Outperform	down
2015-07-27 04:30:44	Morgan Stanley	Overweight		main
2015-07-27 07:51:32	Bernstein	Outperform	Market Perform	up
2015-08-11 07:46:38	H.C. Wainwright	Buy		init
2015-09-09 05:44:30	Jefferies	Buy		init
2015-09-15 10:06:53	Leerink Swann	Outperform		main
2015-10-15 10:58:06	Jefferies	Buy		main
2015-11-05 06:25:34	PiperJaffray	Overweight	Neutral	up
2015-12-18 08:40:29	Atlantic Equities	Overweight		init
2016-01-07 15:23:52	Standpoint Research	Buy		init
2016-01-20 16:20:08	Credit Suisse	Neutral		init
2016-01-28 03:14:04	Jefferies	Buy		main
2016-02-05 04:06:59	Leerink Swann	Market Perform		init
2016-02-25 06:47:44	Citigroup	Buy		init
2016-03-11 06:28:08	Baird	Neutral		main
2016-04-05 16:49:15	BMO Capital	Market Perform		init
2016-04-21 16:14:40	Goldman Sachs	Neutral		main
2016-06-07 09:44:26	Citigroup	Neutral	Buy	down
2016-06-08 12:41:01	Citigroup	Buy		main
2016-06-29 07:41:11	Bernstein	Outperform		init
2016-07-21 16:07:56	Morgan Stanley	Overweight		main
2016-08-02 13:19:14	Raymond James	Strong Buy		main
2016-08-02 17:27:06	Standpoint Research	Hold	Buy	down
2016-08-17 04:02:50	Morgan Stanley	Overweight		main
2016-09-06 01:42:24	Jefferies	Hold	Buy	down
2016-10-05 14:02:26	Jefferies	Hold		main
2016-11-07 12:17:25	PiperJaffray	Overweight	Neutral	up
2016-11-07 15:48:54	Leerink Swann	Outperform	Market Perform	up
2017-02-07 11:34:27	Citigroup	Buy	Neutral	up
2017-02-08 13:00:08	Citigroup	Buy	Neutral	up
2017-03-16 13:46:10	Morgan Stanley	Equal-Weight	Overweight	down
2017-03-16 13:46:54	Leerink Swann	Market Perform	Outperform	down
2017-06-19 10:23:06	UBS	Neutral	Sell	up
2017-07-11 10:34:17	Morgan Stanley	Equal-Weight		main
2017-07-26 14:42:49	UBS	Neutral		main
2017-07-26 17:40:21	BMO Capital	Market Perform		main
2017-07-26 19:51:11	Goldman Sachs	Buy	Neutral	up
2017-07-26 20:27:19	Morgan Stanley	Equal-Weight		main
2017-08-16 12:01:21	Goldman Sachs	Conviction Buy	Buy	up
2017-09-13 16:39:28	BMO Capital	Market Perform		main
2017-09-21 17:06:48	Raymond James	Market Perform	Strong Buy	down
2017-10-05 10:47:12	Morgan Stanley	Overweight	Equal-Weight	up
2017-10-17 11:31:20	Stifel Nicolaus	Buy	Hold	up
2017-10-17 11:33:02	Mizuho	Buy	Neutral	up
2017-10-18 15:27:57	Bank of America	Buy		main
2017-10-23 12:21:44	Citigroup	Neutral	Buy	down
2017-10-25 11:38:48	BMO Capital	Outperform	Market Perform	up
2017-10-25 12:14:35	UBS	Neutral		main
2017-11-06 15:17:23	BMO Capital	Outperform		main
2018-01-24 18:22:32	Canaccord Genuity	Hold	Hold	main
2018-01-26 17:23:51	H.C. Wainwright	Buy	Buy	main
2018-01-26 18:40:41	Oppenheimer	Outperform	Outperform	main
2018-01-31 12:36:38	UBS	Buy	Neutral	up
2018-02-05 12:38:43	Mizuho	Buy	Buy	main
2018-02-16 12:40:10	Argus	Hold	Buy	down
2018-03-05 13:16:18	BMO Capital	Outperform	Outperform	main
2018-04-05 15:24:02	Barclays	Equal-Weight	Overweight	down
2018-04-25 11:29:24	Baird	Outperform	Neutral	up
2018-04-25 13:04:36	Morgan Stanley	Overweight	Overweight	main
2018-05-02 11:57:37	Citigroup	Neutral	Neutral	main
2018-05-31 10:14:04	Canaccord Genuity	Buy	Hold	up
2018-07-06 12:51:21	Citigroup	Buy	Neutral	up
2018-07-10 11:45:09	Baird	Neutral	Outperform	down
2018-07-13 11:36:47	Morgan Stanley	Overweight	Overweight	main
2018-07-23 11:55:05	Canaccord Genuity	Buy	Buy	main
2018-07-25 12:01:30	Morgan Stanley	Overweight	Overweight	main
2018-07-25 12:32:45	Baird	Neutral	Neutral	main
2018-07-25 16:14:49	Barclays	Equal-Weight	Equal-Weight	main
2018-07-26 12:43:04	UBS	Buy	Buy	main
2018-10-19 12:19:41	Bernstein	Market Perform	Outperform	down
2018-10-24 13:47:41	JP Morgan	Overweight	Overweight	main
2018-12-19 13:14:41	Morgan Stanley	Overweight	Overweight	main
2019-02-21 11:52:38	Stifel Nicolaus	Hold	Buy	down
2019-02-22 13:05:13	Guggenheim	Neutral	Buy	down
2019-03-21 13:21:04	William Blair	Market Perform	Outperform	down
2019-03-21 13:22:56	Atlantic Equities	Neutral	Overweight	down
2019-03-21 16:06:58	Cantor Fitzgerald	Neutral	Overweight	down
2019-03-22 10:43:26	Morgan Stanley	Underweight	Overweight	down
2019-03-22 10:45:57	UBS	Neutral	Buy	down
2019-03-22 10:48:40	Citigroup	Neutral	Buy	down
2019-03-22 11:52:19	Canaccord Genuity	Hold	Buy	down
2019-03-22 13:07:57	Mizuho	Neutral	Buy	down
2019-03-22 13:13:39	Nomura	Buy	Buy	main
2019-05-09 13:13:04	Barclays	Equal-Weight		main
2019-06-28 10:46:36	Piper Jaffray	Neutral	Overweight	down
2019-07-24 12:12:08	Canaccord Genuity	Hold		main
2019-10-11 12:43:11	Morgan Stanley	Underweight		main
2019-10-23 10:20:41	Guggenheim	Buy	Neutral	up
2019-10-23 11:13:30	H.C. Wainwright	Buy		reit
2019-10-23 11:49:26	Morgan Stanley	Underweight		main
2019-10-23 12:28:03	Cowen & Co.	Outperform		main
2019-10-23 12:38:19	JP Morgan	Neutral		main
2019-10-23 12:51:44	SVB Leerink	Outperform	Market Perform	up
2019-10-23 12:57:31	Credit Suisse	Underperform		main
2019-10-23 12:58:31	Canaccord Genuity	Hold		main
2019-10-23 12:59:37	BMO Capital	Market Perform		main
2019-10-30 09:59:06	Bernstein	Outperform	Market Perform	up
2019-11-01 17:33:53	Standpoint Research	Hold	Buy	down
2019-12-02 11:38:26	Baird	Underperform	Neutral	down
2019-12-13 11:43:08	Credit Suisse	Neutral	Underperform	up
2020-01-17 13:20:37	Morgan Stanley	Underweight		main
2020-01-27 11:00:33	Canaccord Genuity	Buy	Hold	up
2020-01-31 15:48:24	Morgan Stanley	Underweight		main
2020-02-03 12:33:00	SunTrust Robinson Humphrey	Buy		main
2020-02-06 12:38:00	Cantor Fitzgerald	Neutral		reit
2020-02-06 12:53:55	Wells Fargo	Equal-Weight		main
