	0	1
Earnings Date	2020-10-20 00:00:00	2020-10-26 00:00:00
Earnings Average	8.21	8.21
Earnings Low	7.61	7.61
Earnings High	9.62	9.62
Revenue Average	3383530000	3383530000
Revenue Low	3081100000	3081100000
Revenue High	3703000000	3703000000
