	Holder	Shares	Date Reported	% Out	Value
0	Primecap Management Company	15696704	2020-09-29	0.102	4452840990
1	Blackrock Inc.	14463279	2020-09-29	0.094	4102942986
2	Vanguard Group, Inc. (The)	12348072	2020-09-29	0.0802	3502901064
3	State Street Corporation	7523696	2020-09-29	0.0489	2134322081
4	Wellington Management Company, LLP	4857192	2020-09-29	0.0316	1377888226
5	ClearBridge Investments, LLC	4016684	2020-09-29	0.026099999999999998	1139452917
6	Renaissance Technologies, LLC	3816961	2020-09-29	0.0248	1082795496
7	Geode Capital Management, LLC	2889978	2020-09-29	0.018799999999999997	819828959
8	Norges Bank Investment Management	2413625	2019-12-30	0.015700000000000002	716194946
9	Northern Trust Corporation	2383190	2020-09-29	0.0155	676063339
