	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	29118471	2020-06-29	0.1192	2864966361
1	Blackrock Inc.	21747028	2020-06-29	0.08900000000000001	2139690084
2	State Street Corporation	10365307	2020-06-29	0.0424	1019842555
3	AllianceBernstein, L.P.	10317699	2020-06-29	0.042199999999999994	1015158404
4	Price (T.Rowe) Associates Inc	9962340	2020-06-29	0.0408	980194632
5	Janus Henderson Group PLC	5556038	2020-06-29	0.0227	546658578
6	Canada Pension Plan Investment Board	4685215	2020-06-29	0.0192	460978303
7	FIL LTD	4346460	2020-06-29	0.0178	427648199
8	Geode Capital Management, LLC	4075869	2020-06-29	0.0167	401024750
9	Nordea Investment Management Ab	3709810	2020-06-29	0.0152	365008205
