	Holder	Shares	Date Reported	% Out	Value
0	Kellogg W K Foundation Trust	61531838	2020-06-29	0.1794	4064793218
1	Vanguard Group, Inc. (The)	25326631	2020-06-29	0.0739	1673077243
2	Keybank National Association	23676070	2020-06-29	0.069	1564041184
3	Blackrock Inc.	22325903	2020-06-29	0.06509999999999999	1474849152
4	Capital World Investors	15544552	2020-06-29	0.0453	1026873105
5	State Street Corporation	13802489	2020-06-29	0.04019999999999999	911792423
6	Wellington Management Company, LLP	9228846	2020-06-29	0.0269	609657566
7	Franklin Resources, Inc.	6159499	2020-06-29	0.018000000000000002	406896503
8	Capital Research Global Investors	4908672	2020-06-29	0.0143	324266872
9	Invesco Ltd.	4824484	2020-06-29	0.0141	318705413
