	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	0.85	0.85
Earnings Low	0.78	0.78
Earnings High	1	1
Revenue Average	3372170000	3372170000
Revenue Low	3263000000	3263000000
Revenue High	3467000000	3467000000
