	0	1
Earnings Date	2020-10-30 00:00:00	2020-11-03 00:00:00
Earnings Average	-0.18	-0.18
Earnings Low	-0.23	-0.23
Earnings High	-0.14	-0.14
Revenue Average	15290000	15290000
Revenue Low	8000000	8000000
Revenue High	17440000	17440000
