	0	1
Earnings Date	2020-10-21 00:00:00	2020-10-26 00:00:00
Earnings Average	2.37	2.37
Earnings Low	2.29	2.29
Earnings High	2.44	2.44
Revenue Average	606290000	606290000
Revenue Low	598500000	598500000
Revenue High	612500000	612500000
