	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	6802214	2020-06-29	0.1112	948772808
1	Blackrock Inc.	4763132	2020-06-29	0.0779	664361651
2	Renaissance Technologies, LLC	3136774	2020-06-29	0.0513	437517237
3	State Street Corporation	3133553	2020-06-29	0.0512	437067972
4	American Century Companies, Inc.	2193205	2020-06-29	0.0359	305908233
5	Wellington Management Company, LLP	2059546	2020-06-29	0.0337	287265476
6	First Trust Advisors LP	1270893	2020-06-29	0.0208	177264155
7	AllianceBernstein, L.P.	1132087	2020-06-29	0.018500000000000003	157903494
8	Geode Capital Management, LLC	1077039	2020-06-29	0.0176	150225399
9	Invesco Ltd.	980551	2020-06-29	0.016	136767253
