Date	Firm	To Grade	From Grade	Action
2012-07-25	Morgan Stanley	Equal-Weight	Overweight	down
2012-07-25	Goldman Sachs	Sell		main
2012-07-25	Oppenheimer	Outperform		main
2012-07-25	Citigroup	Sell		init
2012-09-14	Deutsche Bank	Hold		main
2012-10-02	JG Capital	Neutral		init
2012-10-31	Goldman Sachs	Buy	Sell	up
2012-12-18	Macquarie	Outperform	Neutral	up
2013-01-07	Barclays	Equal-Weight	Underweight	up
2013-01-28	PiperJaffray	Neutral		main
2013-05-09	Credit Agricole	Buy	Outperform	up
2013-05-09	Bank of America	Buy	Neutral	up
2013-05-09	Morgan Stanley	Overweight	Equal-Weight	up
2013-05-13	Goldman Sachs	Neutral	Buy	down
2013-06-24	Deutsche Bank	Hold		main
2013-06-26	Bank of America	Buy		main
2013-08-01	Stifel Nicolaus	Buy	Hold	up
2013-08-01	Morgan Stanley	Equal-Weight	Overweight	down
2013-08-01	Barclays	Overweight	Equal-Weight	up
2013-08-02	Nomura	Buy		main
2013-08-30	JP Morgan	Neutral		init
2013-09-25	Deutsche Bank	Buy	Hold	up
2013-09-26	Credit Suisse	Outperform		init
2013-10-21	Stifel Nicolaus	Buy		main
2013-10-29	TH Capital	Buy	Hold	up
2013-11-06	Standard Chartered Bank	Underperform	In-Line	down
2014-01-14	JP Morgan	Overweight	Neutral	up
2014-02-13	Stifel Nicolaus	Buy		main
2014-02-13	Morgan Stanley	Overweight	Equal-weight	up
2014-03-13	Aegis Capital	Buy		init
2014-06-24	Stifel Nicolaus	Hold	Buy	down
2014-06-25	Raymond James	Outperform	Strong Buy	down
2014-07-31	Raymond James	Outperform		main
2014-08-01	Aegis Capital	Hold	Buy	down
2014-10-21	Citigroup	Buy		init
2014-11-26	Barclays	Equal-Weight	Overweight	down
2014-11-26	Raymond James	Market Perform	Outperform	down
2014-11-26	Brean Capital	Buy		main
2014-11-28	Morgan Stanley	Equal-Weight	Overweight	down
2014-11-28	JP Morgan	Neutral	Overweight	down
2015-02-12	Oppenheimer	Market Perform	Outperform	down
2015-03-20	Brean Capital	Buy		main
2015-04-07	PiperJaffray	Outperform	Neutral	up
2015-04-20	Summit Research Partners	Hold		init
2015-05-07	Barclays	Overweight	Equal-Weight	up
2015-05-14	Oppenheimer	Outperform	Perform	up
2015-05-14	Brean Capital	Buy		main
2015-05-18	JP Morgan	Overweight	Neutral	up
2015-05-19	Guggenheim	Buy		init
2015-06-01	UBS	Buy		init
2015-06-02	Stifel Nicolaus	Hold	Buy	down
2015-08-05	Morgan Stanley	Overweight	Equal-Weight	up
2015-08-28	Stifel Nicolaus	Buy	Hold	up
2015-09-17	Oppenheimer	Outperform		main
2015-10-07	Bank of America	Buy	Neutral	up
2015-10-27	Raymond James	Strong Buy		main
2015-10-27	Oppenheimer	Outperform		main
2015-11-13	Raymond James	Strong Buy	Outperform	down
2015-11-19	Brean Capital	Buy		main
2015-12-08	HSBC	Hold	Buy	down
2016-01-20	Macquarie	Outperform		main
2016-01-22	Nomura	Buy		init
2016-02-01	Singular Research	Sell		init
2016-02-19	CLSA	Buy	Underperform	up
2016-03-17	Brean Capital	Buy		main
2016-06-16	Brean Capital	Buy	Buy	main
2016-08-25	Morgan Stanley	Overweight		main
2016-11-25	HSBC	Buy	Hold	up
2017-01-11	Bernstein	Market Perform		init
2017-04-18	Benchmark	Buy		init
2017-08-28	Cowen & Co.	Outperform		main
2017-10-31	Oppenheimer	Outperform		main
2017-12-07	JP Morgan	Neutral	Overweight	down
2018-01-23	Guggenheim	Neutral	Buy	down
2018-01-26	Oppenheimer	Outperform	Outperform	main
2018-01-30	Wells Fargo	Market Perform		init
2018-02-05	Deutsche Bank	Hold		init
2018-03-19	JP Morgan	Neutral	Neutral	main
2018-03-19	Nomura	Buy	Buy	main
2018-06-26	Daiwa Capital	Buy	Outperform	up
2018-07-30	Barclays	Overweight	Overweight	main
2018-08-13	UBS	Buy	Buy	main
2018-09-06	Wells Fargo	Market Perform	Market Perform	main
2018-09-13	Nomura	Buy	Buy	main
2018-09-14	Bank of America	Buy	Buy	main
2018-11-08	Credit Suisse	Neutral	Outperform	down
2018-11-08	China Renaissance	Hold	Buy	down
2018-11-08	Citigroup	Neutral	Buy	down
2018-11-09	Daiwa Capital	Underperform	Buy	down
2018-11-09	Nomura	Neutral	Buy	down
2018-11-09	UBS	Neutral	Buy	down
2019-03-05	Citigroup	Buy	Neutral	up
2019-03-05	Morgan Stanley	Overweight	Equal-Weight	up
2019-03-05	JP Morgan	Overweight	Neutral	up
2019-03-06	Barclays	Overweight	Overweight	main
2019-03-07	Nomura	Neutral	Neutral	main
2019-03-27	Bernstein	Outperform	Market Perform	up
2019-05-07	Mizuho	Buy	Neutral	up
2019-05-22	Barclays	Overweight		main
2019-07-17	Credit Suisse	Outperform	Neutral	up
2019-08-05	Jefferies	Buy		init
2019-09-10	Morgan Stanley	Equal-Weight	Overweight	down
2019-09-10	Benchmark	Buy		reit
2019-09-11	Bank of America	Buy		reit
2019-09-11	Barclays	Overweight		main
2019-11-14	Mizuho	Buy		main
2020-02-06	HSBC	Hold	Buy	down
2020-02-18	B of A Securities	Buy		main
2020-03-10	Citigroup	Neutral	Buy	down
2020-03-11	Mizuho	Buy		main
2020-03-19	Benchmark	Buy		main
2020-05-29	Nomura Instinet	Buy	Neutral	up
2020-06-10	B of A Securities	Buy		main
2020-06-11	BTIG	Neutral		init
2020-09-10	B of A Securities	Buy		main
2020-09-15	ICBC Research	Neutral	Buy	down
2020-09-25	Benchmark	Buy		main
2020-09-25	Mizuho	Buy		main
