	0	1
Earnings Date	2020-11-24 00:00:00	2020-11-30 00:00:00
Earnings Average	1.43	1.43
Earnings Low	1.42	1.42
Earnings High	1.5	1.5
Revenue Average	2809190000	2809190000
Revenue Low	2796200000	2796200000
Revenue High	2854000000	2854000000
