Date	Firm	To Grade	From Grade	Action
2018-08-01 12:48:36	Credit Suisse	Neutral	Outperform	down
2018-08-01 17:13:43	Bank of America	Neutral	Neutral	main
2018-08-02 13:18:36	Goldman Sachs	Neutral	Buy	down
2018-10-31 11:30:45	Credit Suisse	Outperform	Neutral	up
2019-04-02 13:29:24	HSBC	Hold	Hold	main
2019-08-20 12:09:30	China Renaissance	Hold	Buy	down
2019-08-20 13:30:29	CSLA	Outperform	Buy	down
2019-08-20 13:32:57	Credit Suisse	Neutral	Outperform	down
2019-09-12 10:37:13	Bernstein	Market Perform	Underperform	up
2019-11-07 17:09:09	CLSA	Underperform	Outperform	down
2019-11-11 14:40:47	UBS	Buy	Neutral	up
2020-03-02 13:54:34	JP Morgan	Neutral		main
2020-06-25 11:52:49	Oppenheimer	Perform	Outperform	down
