	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	44981454	2020-06-29	0.0907	3582322996
1	Blackrock Inc.	35468862	2020-06-29	0.07150000000000001	2824740169
2	Price (T.Rowe) Associates Inc	26513216	2020-06-29	0.053399999999999996	2111512522
3	State Street Corporation	25887358	2020-06-29	0.052199999999999996	2061669191
4	Capital Research Global Investors	10030530	2020-06-29	0.0202	798831409
5	Capital World Investors	9951722	2020-06-29	0.020099999999999996	792555140
6	Bank of America Corporation	9485134	2020-06-29	0.0191	755396071
7	Ameriprise Financial, Inc.	8695910	2020-06-29	0.0175	692542272
8	Wellington Management Company, LLP	8646660	2020-06-29	0.0174	688620002
9	Wells Fargo & Company	8492230	2020-06-29	0.0171	676321197
