Date	Firm	To Grade	From Grade	Action
2016-07-18	Canaccord Genuity	Hold		init
2016-07-18	JP Morgan	Neutral		init
2016-07-18	Goldman Sachs	Neutral		init
2016-07-18	Pacific Crest	Sector Weight		init
2016-07-18	JMP Securities	Market Perform		init
2016-07-18	William Blair	Outperform		init
2016-08-25	Argus	Hold		init
2016-10-28	Mitsubishi UFJ	Neutral		init
2016-11-01	Oppenheimer	Outperform		init
2016-12-19	Drexel Hamilton	Buy		init
2017-01-05	Pacific Crest	Overweight	Sector Weight	up
2017-01-10	Canaccord Genuity	Buy	Hold	up
2017-01-12	Summit Redstone Partners	Buy		init
2017-02-01	JMP Securities	Outperform	Market Perform	up
2017-03-06	Northland Securities	Outperform	Market Perform	up
2017-04-07	JP Morgan	Overweight	Neutral	up
2017-05-03	Pacific Crest	Sector Weight	Overweight	down
2017-07-10	Baird	Outperform		init
2017-07-11	Baird	Outperform		init
2017-08-08	Canaccord Genuity	Buy		main
2017-08-08	Baird	Outperform		main
2017-08-08	Mitsubishi UFJ	Overweight	Neutral	up
2018-02-14	JP Morgan	Overweight	Overweight	main
2018-03-01	Bank of America	Buy		init
2018-04-10	Dougherty	Outperform		init
2018-04-11	Monness Crespi Hardt	Buy		init
2018-05-09	Canaccord Genuity	Buy	Buy	main
2018-06-25	PiperJaffray	Overweight		init
2018-06-27	Rosenblatt	Buy		init
2018-06-28	Argus	Buy	Hold	up
2018-08-07	Canaccord Genuity	Buy	Buy	main
2018-08-07	Bank of America	Buy	Buy	main
2018-08-07	Baird	Outperform	Outperform	main
2018-08-07	Oppenheimer	Outperform	Outperform	main
2018-08-22	Oppenheimer	Outperform	Outperform	main
2018-09-04	KeyBanc	Overweight	Sector Weight	up
2018-10-03	DA Davidson	Buy		init
2018-10-09	Deutsche Bank	Buy		init
2018-11-08	Argus	Buy	Buy	main
2019-01-04	Stephens & Co.	Equal-Weight		init
2019-01-08	KeyBanc	Overweight	Overweight	reit
2019-02-07	Bank of America	Buy	Buy	reit
2019-02-13	JMP Securities	Market Outperform	Market Outperform	main
2019-02-13	DA Davidson	Buy	Buy	main
2019-02-13	Bank of America	Buy	Buy	reit
2019-02-13	KeyBanc	Overweight	Overweight	main
2019-02-13	Canaccord Genuity	Buy	Buy	main
2019-02-13	Deutsche Bank	Buy	Buy	main
2019-03-12	Guggenheim	Buy		init
2019-03-15	Morgan Stanley	Equal-Weight		init
2019-03-22	Deutsche Bank	Buy	Buy	main
2019-03-25	KeyBanc	Overweight	Overweight	main
2019-04-09	FBN Securities	Outperform		init
2019-05-01	Canaccord Genuity	Buy	Buy	main
2019-05-01	Deutsche Bank	Buy	Buy	main
2019-05-01	JMP Securities	Market Outperform	Market Outperform	main
2019-05-01	Bank of America	Buy	Buy	main
2019-05-01	KeyBanc	Overweight	Overweight	main
2019-06-18	Needham	Buy		init
2019-08-01	KeyBanc	Overweight		main
2019-09-19	Morgan Stanley	Overweight	Equal-Weight	up
2019-10-11	Oppenheimer	Outperform		main
2019-10-11	RBC Capital	Outperform		init
2019-10-31	Monness, Crespi, Hardt	Neutral	Buy	down
2020-01-13	Morgan Stanley	Overweight		main
2020-01-27	RBC Capital	Outperform		main
2020-01-28	Wells Fargo	Overweight		init
2020-01-31	Cowen & Co.	Outperform		init
2020-02-06	Piper Sandler	Overweight		main
2020-02-06	KeyBanc	Overweight		main
2020-02-06	Needham	Buy		main
2020-02-06	DA Davidson	Buy		main
2020-02-06	Baird	Outperform		main
2020-02-06	Canaccord Genuity	Buy		main
2020-03-11	Wells Fargo	Overweight		main
2020-03-25	Morgan Stanley	Overweight		main
2020-03-31	Piper Sandler	Neutral	Overweight	down
2020-04-07	Rosenblatt	Neutral	Buy	down
2020-04-15	Mizuho	Buy		init
2020-04-22	Needham	Buy		main
2020-04-23	Morgan Stanley	Overweight		main
2020-04-23	JP Morgan	Neutral	Overweight	down
2020-05-04	B of A Securities	Buy		reit
2020-05-07	Needham	Buy		main
2020-05-07	RBC Capital	Outperform		main
2020-05-07	Piper Sandler	Neutral		main
2020-05-07	Mizuho	Buy		main
2020-05-07	Cowen & Co.	Outperform		reit
2020-05-07	Baird	Outperform		main
2020-05-07	Morgan Stanley	Overweight		main
2020-05-07	Oppenheimer	Outperform		main
2020-05-07	Wells Fargo	Overweight		main
2020-05-07	B of A Securities	Buy		reit
2020-05-07	Canaccord Genuity	Buy		main
2020-05-07	Rosenblatt	Neutral		main
2020-05-20	JMP Securities	Market Outperform		main
2020-05-22	KeyBanc	Overweight		main
2020-05-26	Needham	Buy		main
2020-06-01	Oppenheimer	Outperform		main
2020-06-15	Piper Sandler	Overweight	Neutral	up
2020-06-22	Northland Capital Markets	Outperform		main
2020-07-02	KeyBanc	Overweight		main
2020-07-10	KeyBanc	Overweight		main
2020-07-20	Morgan Stanley	Overweight		main
2020-07-21	RBC Capital	Outperform		main
2020-07-24	Wolfe Research	Outperform		init
2020-08-05	Mizuho	Buy		main
2020-08-05	Rosenblatt	Neutral		main
2020-08-05	Needham	Buy		main
2020-08-05	Piper Sandler	Overweight		main
2020-08-05	KeyBanc	Overweight		main
