	0	1
Earnings Date	2020-10-28 00:00:00	2020-11-02 00:00:00
Earnings Average	-0.03	-0.03
Earnings Low	-0.08	-0.08
Earnings High	0.39	0.39
Revenue Average	407900000	407900000
Revenue Low	401000000	401000000
Revenue High	483910000	483910000
