	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	147219771	2020-06-29	0.0873	28438443164
1	Blackrock Inc.	126278384	2020-06-29	0.07490000000000001	24393195437
2	FMR, LLC	78769352	2020-06-29	0.0467	15215875725
3	State Street Corporation	77140560	2020-06-29	0.0458	14901241975
4	Price (T.Rowe) Associates Inc	73400856	2020-06-29	0.0435	14178843353
5	Morgan Stanley	31960089	2020-06-29	0.019	6173730392
6	Massachusetts Financial Services Co.	26890990	2020-06-29	0.0159	5194532538
7	Geode Capital Management, LLC	26311652	2020-06-29	0.015600000000000001	5082621816
8	Bank of America Corporation	26204028	2020-06-29	0.0155	5061832088
9	Capital International Investors	22391135	2020-06-29	0.013300000000000001	4325295547
