	0	1
Earnings Date	2020-10-22 00:00:00	2020-10-26 00:00:00
Earnings Average	1.1	1.1
Earnings Low	1.01	1.01
Earnings High	1.19	1.19
Revenue Average	5008350000	5008350000
Revenue Low	4840400000	4840400000
Revenue High	5240000000	5240000000
