Date	Firm	To Grade	From Grade	Action
2018-11-13 13:29:06	BMO Capital	Market Perform	Market Perform	main
2019-03-18 10:35:57	Bank of America	Buy	Neutral	up
2019-05-10 12:29:04	BMO Capital	Market Perform		main
2019-08-15 10:38:14	UBS	Neutral	Sell	up
2019-08-26 11:55:40	Bank of America	Neutral	Buy	down
2019-11-07 12:13:33	Morgan Stanley	Overweight	Equal-Weight	up
2019-11-20 16:15:32	UBS	Neutral		main
2019-12-19 11:45:02	Bank of America	Buy	Neutral	up
2020-04-02 11:34:55	Morgan Stanley	Equal-Weight	Overweight	down
2020-05-15 13:36:29	Citigroup	Buy		main
2020-07-20 15:16:35	B of A Securities	Buy		main
2020-07-27 15:48:24	Cleveland Research	Underperform	Neutral	down
2020-08-20 10:33:53	Morgan Stanley	Overweight	Equal-Weight	up
