	0	1
Earnings Date	2020-11-04 00:00:00	2020-11-09 00:00:00
Earnings Average	0.16	0.16
Earnings Low	0.09	0.09
Earnings High	0.24	0.24
Revenue Average	868070000	868070000
Revenue Low	694300000	694300000
Revenue High	1055600000	1055600000
