	Holder	Shares	Date Reported	% Out	Value
0	Berkshire Hathaway, Inc	151610700	2020-06-29	0.1883	14433338640
1	Vanguard Group, Inc. (The)	48650864	2020-06-29	0.0604	4631562252
2	Blackrock Inc.	45537738	2020-06-29	0.056600000000000004	4335192657
3	State Street Corporation	34027241	2020-06-29	0.042300000000000004	3239393343
4	Wellington Management Company, LLP	30030489	2020-06-29	0.0373	2858902552
5	Dodge & Cox Inc	16513001	2020-06-29	0.020499999999999997	1572037695
6	Fisher Asset Management, LLC	14608262	2020-06-29	0.0181	1390706542
7	JP Morgan Chase & Company	12643800	2020-06-29	0.015700000000000002	1203689760
8	Massachusetts Financial Services Co.	10571152	2020-06-29	0.0131	1006373670
9	Viking Global Investors, L.P.	10497498	2020-06-29	0.013000000000000001	999361809
