Date	Firm	To Grade	From Grade	Action
2012-02-13 06:16:00	Morgan Stanley	Equal-Weight		init
2012-03-30 06:53:00	Jefferies	Buy		main
2012-04-20 06:15:00	Deutsche Bank	Buy		main
2012-04-20 07:09:00	JP Morgan	Overweight		init
2012-04-25 10:42:00	UBS	Neutral		main
2012-05-01 11:32:00	UBS	Neutral		main
2012-07-02 05:56:00	Jefferies	Hold	Buy	down
2012-07-24 15:08:00	S&P Capital IQ	Buy	Hold	up
2012-07-25 05:49:00	Deutsche Bank	Buy		main
2012-07-25 05:54:00	Jefferies	Hold		main
2012-07-26 13:35:00	Barclays	Equal-Weight		main
2012-08-31 06:48:00	JP Morgan	Overweight		main
2012-08-31 09:44:00	Citigroup	Neutral		main
2012-09-12 10:43:00	UBS	Neutral		main
2012-09-24 08:17:00	JP Morgan	Overweight		main
2012-10-24 05:51:00	JP Morgan	Neutral	Overweight	down
2012-10-24 07:33:00	Deutsche Bank	Buy		main
2012-10-24 08:45:00	Monness Crespi Hardt	Neutral	Buy	down
2012-10-24 10:14:00	UBS	Neutral		main
2012-11-05 05:46:00	PiperJaffray	Neutral	Overweight	down
2012-12-12 07:32:08	Jefferies	Hold		main
2012-12-14 10:32:52	SunTrust Robinson Humphrey	Reduce		init
2013-01-03 08:31:52	Citigroup	Neutral		main
2013-01-14 08:26:26	Macquarie	Outperform	Neutral	up
2013-01-23 08:01:15	Deutsche Bank	Buy		main
2013-01-23 08:26:48	CLSA	Underperform	Outperform	down
2013-01-23 10:24:30	UBS	Neutral		main
2013-04-24 07:46:01	Citigroup	Neutral		main
2013-04-24 08:00:19	Credit Suisse	Neutral		main
2013-05-03 11:06:19	BGC Financial	Hold	Buy	down
2013-05-23 09:23:45	BGC Financial	Sell	Hold	down
2013-06-05 10:03:32	PiperJaffray	Neutral		main
2013-06-14 07:01:56	Bank of America	Neutral	Buy	down
2013-06-18 09:11:28	JP Morgan	Neutral		main
2013-07-09 07:34:09	Macquarie	Neutral	Outperform	down
2013-10-23 06:44:18	JP Morgan	Overweight	Neutral	up
2013-10-25 07:32:01	Citigroup	Buy	Neutral	up
2013-11-27 07:27:08	Citigroup	Buy		main
2013-12-02 16:00:00	BGC Financial	Hold	Sell	up
2014-01-09 06:38:16	Bank of America	Buy	Neutral	up
2014-01-29 10:52:58	Deutsche Bank	Buy		main
2014-02-05 08:00:00	SunTrust Robinson Humphrey	Neutral	Reduce	up
2014-04-09 23:09:16	Citigroup	Buy		main
2014-04-21 21:59:05	Deutsche Bank	Buy		main
2014-04-22 23:32:28	Citigroup	Buy		main
2014-07-23 06:20:34	JP Morgan	Neutral	Overweight	down
2014-07-23 20:44:18	Barclays	Equal-Weight		main
2014-07-23 21:30:41	Citigroup	Buy		main
2014-09-18 05:46:09	JP Morgan	Overweight	Neutral	up
2014-09-18 09:00:00	Deutsche Bank	Buy		main
2014-09-19 08:18:51	BGC Financial	Buy	Hold	up
2014-10-09 08:30:00	RBC Capital	Sector Perform		init
2014-10-28 09:45:43	Barclays	Equal-Weight		main
2014-10-29 09:00:00	Deutsche Bank	Buy		main
2015-01-28 06:23:20	JP Morgan	Neutral	Overweight	down
2015-01-28 09:00:00	Citigroup	Neutral		main
2015-02-06 09:00:00	Deutsche Bank	Buy		main
2015-03-11 09:00:00	Jefferies	Buy		main
2015-03-16 06:33:58	Bank of America	Underperform	Buy	down
2015-04-22 09:00:00	Deutsche Bank	Buy		main
2015-04-27 09:00:00	Barclays	Equal-Weight		main
2015-04-28 11:43:49	CLSA	Outperform	Underperform	up
2015-05-14 06:29:40	Bank of America	Neutral	Underperform	up
2015-06-22 08:49:27	Jefferies	Buy		main
2015-07-02 06:17:51	RBC Capital	Sector Perform		main
2015-07-16 11:00:00	Deutsche Bank	Buy		main
2015-07-29 11:00:00	Macquarie	Neutral		main
2015-08-14 04:02:13	JP Morgan	Outperform	Neutral	up
2015-09-22 06:24:12	Citigroup	Buy	Neutral	up
2015-12-10 08:45:55	Deutsche Bank	Buy		main
2015-12-14 06:50:18	Jefferies	Hold	Buy	down
2015-12-14 08:57:20	Wells Fargo	Outperform	Market Perform	up
2016-01-05 06:52:50	Citigroup	Neutral	Buy	down
2016-01-08 07:02:12	Bernstein	Outperform	Market Perform	up
