	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	69899722	2020-06-29	0.1074	2612851608
1	Vanguard Group, Inc. (The)	55016539	2020-06-29	0.08460000000000001	2056518227
2	State Street Corporation	36772618	2020-06-29	0.0565	1374560460
3	Wellington Management Company, LLP	12926498	2020-06-29	0.0199	483192495
4	Morgan Stanley	11936078	2020-06-29	0.0183	446170595
5	Boston Partners	11913918	2020-06-29	0.0183	445342254
6	Bank Of New York Mellon Corporation	10704321	2020-06-29	0.0165	400127518
7	Geode Capital Management, LLC	10680917	2020-06-29	0.016399999999999998	399252677
8	JP Morgan Chase & Company	10121404	2020-06-29	0.015600000000000001	378338081
9	Elliott Investment Management L.P.	9670000	2020-06-29	0.0149	361464600
