	0	1
Earnings Date	2020-10-14 00:00:00	2020-10-19 00:00:00
Earnings Average	0.21	0.21
Earnings Low	0.18	0.18
Earnings High	0.32	0.32
Revenue Average	2956950000	2956950000
Revenue Low	2748010000	2748010000
Revenue High	3117400000	3117400000
