	0	1
Earnings Date	2021-04-14 00:00:00	2021-04-19 00:00:00
Earnings Average	8.32	8.32
Earnings Low	8.07	8.07
Earnings High	8.75	8.75
Revenue Average	4275560000	4275560000
Revenue Low	4135000000	4135000000
Revenue High	4372130000	4372130000
