Date	Firm	To Grade	From Grade	Action
2015-05-06 06:46:37	Roth Capital	Buy		init
2016-06-14 08:02:37	Ladenburg Thalmann	Neutral	Buy	down
2016-08-31 06:40:34	Ladenburg Thalmann	Buy	Neutral	up
2016-09-26 07:58:51	Roth Capital	Neutral	Buy	down
2017-03-30 12:51:24	Roth Capital	Buy	Neutral	up
2018-05-05 14:00:36	B. Riley FBR	Buy		main
2018-05-05 14:00:39	B. Riley FBR	Buy	Buy	main
2019-02-26 18:49:14	B. Riley FBR	Buy	Buy	reit
2020-03-04 15:38:26	Canaccord Genuity	Buy		main
2020-03-05 12:09:13	B. Riley FBR	Buy		main
2020-03-23 10:55:43	B. Riley FBR	Buy		main
2020-05-27 15:30:00	Canaccord Genuity	Buy		main
2020-07-07 11:57:07	Ladenburg Thalmann	Neutral	Buy	down
2020-08-06 14:28:01	Canaccord Genuity	Buy		main
