	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	1.2	1.2
Earnings Low	1.13	1.13
Earnings High	1.28	1.28
Revenue Average	691820000	691820000
Revenue Low	668000000	668000000
Revenue High	707450000	707450000
