	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	6595897	2020-09-29	0.08460000000000001	73181477
1	Renaissance Technologies, LLC	4188535	2020-09-29	0.0537	46471795
2	FMR, LLC	3643522	2020-09-29	0.0467	40424876
3	Durable Capital Partners LP	3479904	2020-09-29	0.0446	38609534
4	Point72 Asset Management, L.P.	3000363	2020-09-29	0.0385	33289027
5	ShawSpring Partners LLC	2713083	2020-09-29	0.0348	30101655
6	Ulysses Management LLC	2565693	2020-09-29	0.0329	28466363
7	Arrowstreet Capital, Limited Partnership	2457582	2020-09-29	0.0315	27266872
8	Stephens Investment Management Group	2036910	2020-09-29	0.026099999999999998	22599516
9	Jericho Capital Asset Management, LP	1742390	2020-09-29	0.022400000000000003	19331817
