	0	1
Earnings Date	2020-12-03 00:00:00	2020-12-07 00:00:00
Earnings Average	0	0
Earnings Low	-0.01	-0.01
Earnings High	0.01	0.01
Revenue Average	212550000	212550000
Revenue Low	199000000	199000000
Revenue High	215320000	215320000
