	Holder	Shares	Date Reported	% Out	Value
0	Price (T.Rowe) Associates Inc	12619726	2020-06-29	0.0684	1265632320
1	Vanguard Group, Inc. (The)	11256037	2020-06-29	0.061	1128867950
2	Jennison Associates LLC	8695485	2020-06-29	0.0472	872070190
3	Allianz Asset Management GmbH	7901160	2020-06-29	0.042800000000000005	792407336
4	Blackrock Inc.	5450998	2020-06-29	0.0296	546680589
5	Tiger Global Management, LLC	5042000	2020-06-29	0.0273	505662180
6	Coatue Management, LLC	4430076	2020-06-29	0.024	444292322
7	JP Morgan Chase & Company	3019733	2020-06-29	0.016399999999999998	302849022
8	Matrix Capital Management	3000000	2020-06-29	0.0163	300870000
9	Whale Rock Capital Management LLC	2907446	2020-06-29	0.0158	291587759
