	0	1
Earnings Date	2020-10-22 00:00:00	2020-10-26 00:00:00
Earnings Average	1.36	1.36
Earnings Low	1.3	1.3
Earnings High	1.44	1.44
Revenue Average	5494900000	5494900000
Revenue Low	5316000000	5316000000
Revenue High	5731100000	5731100000
