	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	32088636	2020-09-29	0.0868	3746027366
1	Blackrock Inc.	30760256	2020-09-29	0.0833	3590952285
2	JP Morgan Chase & Company	26039376	2020-09-29	0.0705	3039836754
3	State Street Corporation	15139641	2020-09-29	0.040999999999999995	1767401690
4	Massachusetts Financial Services Co.	13161618	2020-09-29	0.0356	1536487285
5	Lazard Asset Management LLC	9710464	2020-09-29	0.0263	1133599567
6	Franklin Resources, Inc.	9060796	2020-09-29	0.0245	1057757325
7	Wells Fargo & Company	8909489	2020-09-29	0.0241	1040093745
8	Generation Investment Management LLP	5847065	2020-09-29	0.0158	682586368
9	Geode Capital Management, LLC	5582764	2020-09-29	0.0151	651731869
