	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	18638647	2020-06-29	0.08259999999999999	3516739915
1	Blackrock Inc.	15146192	2020-06-29	0.06709999999999999	2857783506
2	FMR, LLC	15120355	2020-06-29	0.067	2852908581
3	State Street Corporation	10080701	2020-06-29	0.0447	1902026664
4	Fundsmith LLP	6758574	2020-06-29	0.03	1275207742
5	Edgewood Management Company	6630083	2020-06-29	0.0294	1250964060
6	Jennison Associates LLC	5699278	2020-06-29	0.0253	1075339773
7	Magellan Asset Management Ltd	5129780	2020-06-29	0.0227	967886890
8	Capital Research Global Investors	3687460	2020-06-29	0.0163	695749952
9	Northern Trust Corporation	3626387	2020-06-29	0.0161	684226699
