	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	75406756	2020-06-29	0.1007	2020146993
1	Blackrock Inc.	67296111	2020-06-29	0.08990000000000001	1802862813
2	State Street Corporation	43899999	2020-06-29	0.058600000000000006	1176080973
3	Aristotle Capital Management, LLC	25651177	2020-06-29	0.034300000000000004	687195031
4	Invesco Ltd.	22467741	2020-06-29	0.03	601910781
5	Barrow, Hanley Mewhinney & Strauss, LLC	21261535	2020-06-29	0.028399999999999998	569596522
6	Boston Partners	18727983	2020-06-29	0.025	501722664
7	Independent Franchise Partners, LLP	18348467	2020-06-29	0.0245	491555430
8	Northern Trust Corporation	12581845	2020-06-29	0.0168	337067627
9	Geode Capital Management, LLC	12400973	2020-06-29	0.0166	332222066
