	0	1
Earnings Date	2020-11-05 00:00:00	2020-11-09 00:00:00
Earnings Average	0.02	0.02
Earnings Low	-0.04	-0.04
Earnings High	0.04	0.04
Revenue Average	211470000	211470000
Revenue Low	170000000	170000000
Revenue High	227000000	227000000
