Date	Firm	To Grade	From Grade	Action
2012-11-07	Ascendiant Capital	Buy		main
2013-11-04	Barrington Research	Outperform		init
2014-01-21	MLV & Co.	Buy		init
2014-04-22	Roth Capital	Buy		init
2014-08-08	Barrington Research	Outperform		main
2014-09-03	Wunderlich	Buy		init
2014-11-18	JMP Securities	Market Outperform		main
2015-06-18	Wunderlich	Buy		init
2015-07-09	Northland Securities	Outperform		init
2016-01-04	JMP Securities	Market Perform	Outperform	down
2016-02-16	Northland Securities	Outperform		main
2016-05-18	Wunderlich			main
2018-10-22	BTIG Research	Buy		init
2020-07-08	BTIG	Buy		reit
