	0	1
Earnings Date	2020-11-02 00:00:00	2020-11-06 00:00:00
Earnings Average	-0.73	-0.73
Earnings Low	-1.46	-1.46
Earnings High	0.11	0.11
Revenue Average	1602720000	1602720000
Revenue Low	1310200000	1310200000
Revenue High	2026000000	2026000000
