Date	Firm	To Grade	From Grade	Action
2012-05-22 06:09:00	Morgan Stanley	Overweight		init
2012-08-29 13:20:00	Millman Research	Buy		main
2013-01-10 06:45:02	Morgan Stanley	Underweight	Overweight	down
2013-01-16 19:37:23	Goldman Sachs	Buy		main
2013-04-03 08:25:23	Miller Tabak	Buy		main
2013-09-27 06:33:56	Goldman Sachs	Buy		main
2013-10-09 06:27:14	JP Morgan	Overweight		init
2013-11-06 09:22:34	Goldman Sachs	Buy		main
2013-12-11 07:29:52	Deutsche Bank	Buy		init
2014-01-15 16:00:00	Goldman Sachs	Neutral		down
2014-01-16 16:00:00	MKM Partners	Buy		main
2014-02-10 06:44:48	Credit Suisse	Neutral		init
2014-04-16 08:00:00	Gabelli & Co.	Buy		init
2014-08-20 06:23:49	JP Morgan	Neutral	Overweight	down
2014-08-20 06:23:50	Deutsche Bank	Hold	Buy	down
2014-11-17 10:52:45	Wells Fargo	Market Perform	Outperform	down
2014-11-18 07:10:22	Morgan Stanley	Underweight		main
2014-11-24 00:00:00	Deutsche Bank	Hold		main
2014-11-25 09:00:00	Deutsche Bank	Hold		main
2015-03-30 08:07:07	Morgan Stanley	Equal-Weight	Underweight	up
2015-05-15 09:00:00	MKM Partners	Buy		main
2015-07-15 05:58:11	Deutsche Bank	Buy	Hold	up
2015-07-20 07:23:59	Credit Suisse	Outperform		init
2015-07-20 11:00:00	Deutsche Bank	Buy		main
2015-07-23 07:27:26	Morgan Stanley	Underweight	Equal-Weight	down
2015-09-01 06:23:20	Morgan Stanley	Positive		main
2015-11-10 13:33:04	Deutsche Bank	Buy		main
2016-02-22 06:34:58	Deutsche Bank	Buy		main
2016-03-02 03:55:55	Credit Suisse	Outperform		main
2016-03-03 12:38:39	JP Morgan	Neutral		main
2016-03-11 03:50:15	Morgan Stanley	Overweight	Underweight	up
2016-03-22 05:59:02	Sterne Agee CRT	Neutral		init
2016-04-12 04:15:09	Credit Suisse	Neutral	Outperform	down
2016-08-10 08:55:29	Deutsche Bank	Buy		main
2016-08-25 16:30:06	Macquarie	Neutral		init
2016-09-27 04:01:12	Barclays	Equal-Weight		init
2016-11-08 11:12:07	Deutsche Bank	Hold	Buy	down
2016-11-08 13:47:24	Northcoast Research	Neutral	Buy	down
2016-11-15 09:26:45	Morgan Stanley	Equal-Weight	Overweight	down
2017-02-17 13:38:43	Credit Suisse	Underperform	Neutral	down
2017-07-31 12:43:48	Barclays	Underweight	Equal-Weight	down
2017-08-09 14:47:34	Deutsche Bank	Hold	Hold	main
2017-09-14 10:50:16	Morgan Stanley	Underweight	Equal-Weight	down
2017-09-15 15:05:48	Morgan Stanley	Underweight	Equal-Weight	down
2017-11-15 13:26:44	Morgan Stanley	Underweight		main
2018-01-18 19:43:57	Macquarie	Outperform	Neutral	up
2018-06-26 11:52:12	Morgan Stanley	Underweight	Underweight	main
2018-08-22 12:49:18	Barclays	Underweight	Underweight	main
2018-11-14 13:58:38	JP Morgan	Neutral	Neutral	main
2019-02-27 14:26:04	Deutsche Bank	Hold	Hold	main
2019-03-01 11:37:24	Barclays	Equal-Weight	Underweight	up
2019-08-08 10:26:12	Barclays	Overweight	Equal-Weight	up
2020-02-26 13:02:17	JP Morgan	Neutral		main
2020-03-05 13:15:11	Morgan Stanley	Underweight		main
2020-03-25 11:54:04	Barclays	Equal-Weight	Overweight	down
2020-03-25 15:01:42	Morgan Stanley	Underweight		main
2020-03-27 08:58:10	Consumer Edge Research	Underweight	Equal-Weight	down
2020-04-09 13:23:15	Deutsche Bank	Hold		main
2020-04-21 12:25:22	Morgan Stanley	Underweight		main
2020-04-23 11:39:38	JP Morgan	Underweight	Neutral	down
2020-04-27 09:05:07	Barclays	Underweight	Equal-Weight	down
