	Holder	Shares	Date Reported	% Out	Value
0	Invesco Ltd.	40606420	2020-06-29	0.10769999999999999	1951950609
1	Blackrock Inc.	27342317	2020-06-29	0.0725	1314345178
2	Primavera Capital Management Ltd	23876745	2020-06-29	0.0633	1147755132
3	JP Morgan Chase & Company	16255744	2020-06-29	0.0431	781413614
4	State Street Corporation	11835220	2020-06-29	0.031400000000000004	568919025
5	Loomis Sayles & Company, LP	11128282	2020-06-29	0.029500000000000002	534936515
6	Franklin Resources, Inc.	9817975	2020-06-29	0.026000000000000002	471950058
7	Massachusetts Financial Services Co.	9160693	2020-06-29	0.024300000000000002	440354512
8	Schroder Investment Management Group	7791019	2020-06-29	0.0207	374514283
9	Vontobel Asset Management, Inc.	7181171	2020-06-29	0.019	345198889
