	0	1
Earnings Date	2020-10-21 00:00:00	2020-10-26 00:00:00
Earnings Average	0.24	0.24
Earnings Low	0.11	0.11
Earnings High	0.32	0.32
Revenue Average	2515610000	2515610000
Revenue Low	2365000000	2365000000
Revenue High	2717000000	2717000000
