	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	4327448	2020-06-29	0.1545	363072887
1	Primecap Management Company	3298113	2020-06-29	0.11779999999999999	276711680
2	Vanguard Group, Inc. (The)	2871474	2020-06-29	0.1025	240916668
3	Credit Suisse Ag/	959875	2020-06-29	0.034300000000000004	80533512
4	Invesco Ltd.	949550	2020-06-29	0.0339	79667245
5	FMR, LLC	907477	2020-06-29	0.032400000000000005	76137320
6	State Street Corporation	899486	2020-06-29	0.0321	75466875
7	Pictet Asset Management Ltd	857302	2020-06-29	0.030600000000000002	71927637
8	Baillie Gifford and Company	844429	2020-06-29	0.0302	70847593
9	Dimensional Fund Advisors LP	730720	2020-06-29	0.026099999999999998	61307408
