	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	0.72	0.72
Earnings Low	0.66	0.66
Earnings High	0.8	0.8
Revenue Average	3828370000	3828370000
Revenue Low	3753000000	3753000000
Revenue High	3946000000	3946000000
