	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	0.62	0.62
Earnings Low	0.6	0.6
Earnings High	0.64	0.64
Revenue Average	6462060000	6462060000
Revenue Low	6220000000	6220000000
Revenue High	6646000000	6646000000
