	0	1
Earnings Date	2020-10-20 00:00:00	2020-10-26 00:00:00
Earnings Average	1.16	1.16
Earnings Low	0.3	0.3
Earnings High	1.98	1.98
Revenue Average	2681220000	2681220000
Revenue Low	2575000000	2575000000
Revenue High	2763000000	2763000000
