	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	2984194	2020-06-29	0.1067	3140446397
1	Price (T.Rowe) Associates Inc	2162945	2020-06-29	0.07730000000000001	2276196800
2	Blackrock Inc.	1898764	2020-06-29	0.0679	1998183283
3	Renaissance Technologies, LLC	1614342	2020-06-29	0.057699999999999994	1698868947
4	Pershing Square Capital Management, L.P.	1161232	2020-06-29	0.0415	1222034107
5	State Street Corporation	1105108	2020-06-29	0.0395	1162971454
6	Capital International Investors	1003792	2020-06-29	0.0359	1056350549
7	FMR, LLC	988630	2020-06-29	0.0353	1040394666
8	Jennison Associates LLC	929608	2020-06-29	0.0332	978282274
9	JP Morgan Chase & Company	735769	2020-06-29	0.0263	774293864
