	0	1
Earnings Date	2020-11-03 00:00:00	2020-11-09 00:00:00
Earnings Average	0.22	0.22
Earnings Low	0.03	0.03
Earnings High	0.31	0.31
Revenue Average	2482620000	2482620000
Revenue Low	2449000000	2449000000
Revenue High	2539020000	2539020000
