	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	25955427	2020-06-29	0.0449	585035324
1	Soroban Capital Partners LP	25000000	2020-06-29	0.0432	563500000
2	Veritas Asset Management LLP	17412857	2020-06-29	0.0301	392485796
3	Blackrock Inc.	16800032	2020-06-29	0.0291	378672721
4	Capital Research Global Investors	12351709	2020-06-29	0.021400000000000002	278407520
5	BC Partners Advisors L.P.	10700000	2020-06-29	0.018500000000000003	241178000
6	Palestra Capital Management LLC	10671905	2020-06-29	0.018500000000000003	240544738
7	Zimmer Partners, LP	10484837	2020-06-29	0.0181	236328225
8	JP Morgan Chase & Company	9894521	2020-06-29	0.0171	223022503
9	Pelham Capital Ltd.	8595396	2020-06-29	0.0149	193740225
