	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	24750096	2020-06-29	0.0803	2187165983
1	Blackrock Inc.	24568111	2020-06-29	0.0797	2171083969
2	Price (T.Rowe) Associates Inc	23986066	2020-06-29	0.07780000000000001	2119648652
3	State Street Corporation	13839681	2020-06-29	0.0449	1223012609
4	Pershing Square Capital Management, L.P.	12626593	2020-06-29	0.040999999999999995	1115812023
5	Wellington Management Company, LLP	8647969	2020-06-29	0.027999999999999997	764221020
6	Harris Associates L.P.	6246174	2020-06-29	0.0203	551974396
7	Invesco Ltd.	5593331	2020-06-29	0.0181	494282660
8	Artisan Partners Limited Partnership	5397382	2020-06-29	0.0175	476966647
9	Geode Capital Management, LLC	4947386	2020-06-29	0.016	437200500
