	0	1
Earnings Date	2020-11-03 00:00:00	2020-11-09 00:00:00
Earnings Average	0.13	0.13
Earnings Low	0.11	0.11
Earnings High	0.23	0.23
Revenue Average	210750000	210750000
Revenue Low	210000000	210000000
Revenue High	212000000	212000000
