	0	1
Earnings Date	2020-10-15 00:00:00	2020-10-19 00:00:00
Earnings Average	1.15	1.15
Earnings Low	0.96	0.96
Earnings High	1.34	1.34
Revenue Average	10014700000	10014700000
Revenue Low	9380000000	9380000000
Revenue High	10557000000	10557000000
